Folder_Name;Clean_Title;Search_Title;Platforms;Year_Folder;Path_Root;Path_Video;Untested;Metadata_Locked;Status_Flag;Summary;Genre;Developer;Publisher;Image_Link;Trailer_Link;Original_Release_Date;Remake_Release_Date;Developer / Publisher;Poster_URL;Empty
2002 - X-COM Alliance;X-COM Alliance;X-COM Alliance;Warez;2002.0;\\madhdd02\Software\GAMES\GAMES COMPIL\XCOM\2002 - X-COM Alliance;;False;False;OK;;Shooter, Real Time Strategy (RTS), Strategy, Tactical;;;./images\XCOM Alliance.jpg;;;;;images\2002 - X-COM Alliance.jpg;False
2003 - UFO Aftermath;UFO Aftermath;UFO Aftermath;Warez;2003.0;\\madhdd02\Software\GAMES\GAMES COMPIL\XCOM\2003 - UFO Aftermath;\\madhdd02\Software\GAMES\GAMES COMPIL\XCOM\2003 - UFO Aftermath.mp4;False;False;OK;UFO: Aftermath is the first in a three-game squad-based tactical strategy-RPG series clearly inspired by the original X-COM games, with similar themes and gameplay, but with its own post-apocalyptic horror spin on the concept. The game is rendered in isometric 3D.;Strategy, Turn-based strategy (TBS), Tactical;;;./images\UFO Aftermath.jpg;;2003.0;;;images\2003 - UFO Aftermath.jpg;False
2005 - UFO Aftershock;UFO Aftershock;UFO Aftershock;Warez;2005.0;\\madhdd02\Software\GAMES\GAMES COMPIL\XCOM\2005 - UFO Aftershock;\\madhdd02\Software\GAMES\GAMES COMPIL\XCOM\2005 - UFO Aftershock.mp4;False;False;OK;"UFO: Aftershock is the second in a three-game squad-based tactical strategy-RPG series clearly inspired by the original X-COM games, with similar themes and gameplay, but with its own post-apocalyptic horror spin on the concept. The game is rendered in isometric 3D and, unlike its turn-based predecessor, features tactical combat in real-time with pause.

It is the year 2054. Fifty years after the disaster. Fifty years after the surface of Earth became uninhabitable. Retreating to the flying haven of the Laputa the remnants of humankind clung onto existence. Then a revolt against the increasingly rigid and corrupt human leadership of the Laputa escalated into a conflict that destroyed the colony. Now, the remaining survivors flee once again. Can they reclaim the Earth from the unknown forces that chased them into the skies?";Real Time Strategy (RTS), Role-playing (RPG), Strategy, Tactical;;;./images\UFO Aftershock.jpg;;2005.0;;;images\2005 - UFO Aftershock.jpg;False
2007 - UFO Afterlight;UFO Afterlight;UFO Afterlight;Warez;2007.0;\\madhdd02\Software\GAMES\GAMES COMPIL\XCOM\2007 - UFO Afterlight;\\madhdd02\Software\GAMES\GAMES COMPIL\XCOM\2007 - UFO Afterlight.mp4;False;False;OK;"UFO: Afterlight is the third in a three-game squad-based tactical strategy-RPG series clearly inspired by the original X-COM games, with similar themes and gameplay, but with its own post-apocalyptic horror spin on the concept. The game is rendered in isometric 3D and features tactical combat in real-time with pause.

UFO: Afterlight takes us to Mars, where a human colony has been built with the help of the Reticulans not long before the events of UFO: Aftershock took place.

The Martian base is self-sustainable and provides all the necessities for the survival of humans on a foreign planet, mainly breathable air, water and food. Although the people inhabiting this colony have the technologies and knowledge required for their further development, basic survival is their major concern. Their only activity is research of a nearby excavation site, which proves the existence of an ancient, intelligent and highly developed alien civilization.";Real Time Strategy (RTS), Role-playing (RPG), Strategy, Tactical;;;./images\UFO Afterlight.jpg;;2006.0;;;images\2007 - UFO Afterlight.jpg;False
2007 - UFO Extraterrestrials;UFO Extraterrestrials;UFO Extraterrestrials;Warez;2007.0;\\madhdd02\Software\GAMES\GAMES COMPIL\XCOM\2007 - UFO Extraterrestrials;;False;False;OK;UFO: Extraterrestrials is a Microsoft Windows game aimed to be a spiritual sequel to the highly acclaimed UFO: Enemy Unknown (retitled X-COM: UFO Defense in North America). Developed by Chaos Concept, the game incorporates a twist of the aliens defeating the humans on Earth. The game takes place on a human-colonized planet named Esperanza, where the alien threat has just arrived.;Strategy;;;./images\UFO Extraterrestrials.jpg;;2007.0;;;images\2007 - UFO Extraterrestrials.jpg;False
2008 - UFO, Alien Invasion;UFO, Alien Invasion;UFO, Alien Invasion;Warez;2008.0;\\madhdd02\Software\GAMES\GAMES COMPIL\XCOM\2008 - UFO, Alien Invasion;;False;False;OK;UFO: Alien Invasion is a game in which the player controls human special forces (PHALANX) in the fight against alien invaders. It is an opensource game based on and heavily influenced by the X-COM games.;Strategy;;;./images\UFO Alien Invasion.jpg;;2006.0;;;images\2008 - UFO, Alien Invasion.jpg;False
2012 - XCOM, Enemy Unknown (Steam);XCOM, Enemy Unknown;XCOM, Enemy Unknown;Steam;2012.0;\\madhdd02\Software\GAMES\GAMES COMPIL\XCOM\2012 - XCOM, Enemy Unknown (Steam);;False;False;OK;"XCOM: Enemy Unknown will place you in control of a secret paramilitary organization called XCOM. As the XCOM commander, you will defend against a terrifying global alien invasion by managing resources, advancing technologies, and overseeing combat strategies and individual unit tactics.
The original XCOM is widely regarded as one of the best games ever made and has now been re-imagined by the strategy experts at Firaxis Games. XCOM: Enemy Unknown will expand on that legacy with an entirely new invasion story, enemies and technologies to fight aliens and defend Earth.
You will control the fate of the human race through researching alien technologies, creating and managing a fully operational base, planning combat missions and controlling soldier movement in battle.";Role-playing (RPG), Simulator, Strategy, Turn-based strategy (TBS), Tactical;;;./images\XCOM Enemy Unknown.jpg;;2012.0;;;images\2012 - XCOM, Enemy Unknown (Steam).jpg;True
2013 - The Bureau, XCOM Declassified (Steam);The Bureau, XCOM Declassified;The Bureau, XCOM Declassified;Steam;2013.0;\\madhdd02\Software\GAMES\GAMES COMPIL\XCOM\2013 - The Bureau, XCOM Declassified (Steam);\\madhdd02\Software\GAMES\GAMES COMPIL\XCOM\2013 - The Bureau, XCOM Declassified (Steam).mp4;False;False;OK;The year is 1962 and the Cold War has the nation gripped by fear. A top-secret government unit called The Bureau begins investigating a series of mysterious attacks by an enemy more powerful than communism. As agent Carter, call the shots, pull the trigger and lead your squad in a gripping third-person tactical shooter set within a covert war to protect humanity from an otherworldly enemy.;Shooter, Strategy, Tactical;;;./images\The Bureau XCOM Declassified.jpg;;2013.0;;;images\2013 - The Bureau, XCOM Declassified (Steam).jpg;True
2014 - Xenonauts (GOG);Xenonauts;Xenonauts;GOG;2014.0;\\madhdd02\Software\GAMES\GAMES COMPIL\XCOM\2014 - Xenonauts (GOG);\\madhdd02\Software\GAMES\GAMES COMPIL\XCOM\2014 - Xenonauts (GOG).mp4;False;False;OK;Xenonauts is a strategy game in which you control a multi-national military organisation defending a Cold War-era Earth from alien invasion, using small squads of persistent soldiers to eliminate the extraterrestrials and recover their technology in turn-based ground combat. A detailed strategic layer allows you to co-ordinate the defence of the planet, using your interceptors to shoot down UFOs and researching captured artefacts to learn about your foes and unlock new combat equipment to use on your missions.;Simulator, Strategy, Turn-based strategy (TBS), Tactical, Indie;;;./images\Xenonauts.jpg;;2014.0;;;images\2014 - Xenonauts (GOG).jpg;True
2016 - XCOM 2 (Epic Games Store);XCOM 2;XCOM 2;Epic Games Store;2016.0;\\madhdd02\Software\GAMES\GAMES COMPIL\XCOM\2016 - XCOM 2 (Epic Games Store);;False;False;OK;The XCOM 2 Collection includes the award-winning strategy game XCOM 2, the War of the Chosen expansion, and four DLC packs (Resistance Warrior Pack, Anarchy’s Children, Alien Hunters, Shen’s Last Gift, Tactical Legacy Pack) for a bundled discount.;Role-playing (RPG), Strategy, Turn-based strategy (TBS), Tactical;;;./images\XCOM 2.jpg;;2018.0;;;images\2016 - XCOM 2 (Epic Games Store).jpg;True
2020 - XCOM Chimera Squad;XCOM Chimera Squad;XCOM Chimera Squad;Warez;2020.0;\\madhdd02\Software\GAMES\GAMES COMPIL\XCOM\2020 - XCOM Chimera Squad;\\madhdd02\Software\GAMES\GAMES COMPIL\XCOM\2020 - XCOM Chimera Squad.mp4;False;False;OK;XCOM: Chimera Squad delivers an all-new story and turn-based tactical combat experience in the XCOM universe.;Strategy, Turn-based strategy (TBS), Tactical;;;./images\XCOM Chimera Squad.jpg;;2020.0;;;images\2020 - XCOM Chimera Squad.jpg;False
2023 - Xenonauts 2;Xenonauts 2;Xenonauts 2;Warez;2023.0;\\madhdd02\Software\GAMES\GAMES COMPIL\XCOM\2023 - Xenonauts 2;\\madhdd02\Software\GAMES\GAMES COMPIL\XCOM\2023 - Xenonauts 2.mp4;False;False;OK;A follow-up to Xenonauts that takes place in an alternative timeline.;Simulator, Strategy, Turn-based strategy (TBS), Indie;;;./images\Xenonauts 2.jpg;;2023.0;;;images\2023 - Xenonauts 2.jpg;False
2019 - Yakuza Kiwami;Yakuza Kiwami;Yakuza Kiwami;Warez;2019.0;\\madhdd02\Software\GAMES\GAMES COMPIL\YAKUZA\2019 - Yakuza Kiwami;\\madhdd02\Software\GAMES\GAMES COMPIL\YAKUZA\2019 - Yakuza Kiwami.mp4;False;False;OK;A bundle including Yakuza Kiwami and Yakuza Kiwami 2.;Fighting, Role-playing (RPG), Hack and slash/Beat 'em up, Adventure;;;./images\Yakuza Kiwami.jpg;;2025.0;;;images\2019 - Yakuza Kiwami.jpg;False
2019 - Yakuza Kiwami 2;Yakuza Kiwami 2;Yakuza Kiwami 2;Warez;2019.0;\\madhdd02\Software\GAMES\GAMES COMPIL\YAKUZA\2019 - Yakuza Kiwami 2;\\madhdd02\Software\GAMES\GAMES COMPIL\YAKUZA\2019 - Yakuza Kiwami 2.mp4;False;False;OK;"Yakuza Kiwami 2 is a remake of Yakuza 2, and is an action-adventure game set in an open world environment and played from a third-person perspective. Combat is based on that previously seen in Yakuza 6. A new ""Majima Saga"" story scenario features recurring series anti-hero Goro Majima as a playable character.";Role-playing (RPG), Adventure;;;./images\Yakuza Kiwami 2.jpg;;2017.0;;;images\2019 - Yakuza Kiwami 2.jpg;False
2020 - Yakuza Like a Dragon;Yakuza Like a Dragon;Yakuza Like a Dragon;Warez;2020.0;\\madhdd02\Software\GAMES\GAMES COMPIL\YAKUZA\2020 - Yakuza Like a Dragon;\\madhdd02\Software\GAMES\GAMES COMPIL\YAKUZA\2020 - Yakuza Like a Dragon.mp4;False;False;OK;Yakuza: Like a Dragon is a role-playing game developed and published by Sega. Released in 2020, it is the eighth main entry in the Yakuza series. The game introduces a new protagonist, Ichiban Kasuga, and departs from the traditional action combat system, instead featuring turn-based combat with a party of characters. Set in the fictional city of Yokohama, the game follows Kasuga's quest for revenge and his journey through Japan's criminal underworld.;Role-playing (RPG), Adventure;;;./images\Yakuza Like a Dragon.jpg;;2020.0;;;images\2020 - Yakuza Like a Dragon.jpg;False
2021 - Yakuza 3 Remastered;Yakuza 3 Remastered;Yakuza 3;Warez;2021.0;\\madhdd02\Software\GAMES\GAMES COMPIL\YAKUZA\2021 - Yakuza 3 Remastered;\\madhdd02\Software\GAMES\GAMES COMPIL\YAKUZA\2021 - Yakuza 3 Remastered.mp4;False;False;OK;Yakuza 3 is the third chapter in the Yakuza series, renowned for its authentic, gritty, and often violent look at modern Japan. Making its first appearance exclusively on the PlayStation 3 computer entertainment system, the rich story and vibrant world of Yakuza 3 let players engage in intense brutal clashes within the streets of Okinawa and the vibrant and often dangerous city of Tokyo, where only the strongest will survive.;Role-playing (RPG), Hack and slash/Beat 'em up, Adventure;;;./images\Yakuza 3 Remastered.jpg;;2009.0;;;images\2021 - Yakuza 3 Remastered.jpg;False
2021 - Yakuza 4 Remastered;Yakuza 4 Remastered;Yakuza 4;Warez;2021.0;\\madhdd02\Software\GAMES\GAMES COMPIL\YAKUZA\2021 - Yakuza 4 Remastered;\\madhdd02\Software\GAMES\GAMES COMPIL\YAKUZA\2021 - Yakuza 4 Remastered.mp4;False;False;OK;Yakuza 4 is the fourth game in Sega's crime drama series, known as 'Ryu ga Gotoku' in Japan. As a first for the series, the story is split between the viewpoints of four different protagonists.;Role-playing (RPG), Simulator, Sport, Hack and slash/Beat 'em up, Adventure;;;./images\Yakuza 4 Remastered.jpg;;2010.0;;;images\2021 - Yakuza 4 Remastered.jpg;False
2021 - Yakuza 5 Remastered;Yakuza 5 Remastered;Yakuza 5;Warez;2021.0;\\madhdd02\Software\GAMES\GAMES COMPIL\YAKUZA\2021 - Yakuza 5 Remastered;\\madhdd02\Software\GAMES\GAMES COMPIL\YAKUZA\2021 - Yakuza 5 Remastered.mp4;False;False;OK;Yakuza 5 is an open-world action-adventure game and the fifth main title in the Yakuza series developed by Sega. For the first time in the series, it features five settings across Japan along with five playable main characters. The game also features a brand new graphics engine, unlike previous games in the series that have been re-utilizing the same engine since Yakuza 3.;Adventure;;;./images\Yakuza 5 Remastered.jpg;;2012.0;;;images\2021 - Yakuza 5 Remastered.jpg;False
2021 - Yakuza 6 The Song Of Life;Yakuza 6 The Song Of Life;Yakuza 6 The Song Of Life;Warez;2021.0;\\madhdd02\Software\GAMES\GAMES COMPIL\YAKUZA\2021 - Yakuza 6 The Song Of Life;\\madhdd02\Software\GAMES\GAMES COMPIL\YAKUZA\2021 - Yakuza 6 The Song Of Life.mp4;False;False;OK;Step into Japan's criminal underworld in this explosive action brawler starring legendary yakuza, Kazuma Kiryu, who is hellbent on unraveling the truth around his daughter's tragic accident.;Role-playing (RPG), Hack and slash/Beat 'em up, Adventure;;;./images\Yakuza 6 The Song Of Life.jpg;;2016.0;;;images\2021 - Yakuza 6 The Song Of Life.jpg;False
2025 - Yakuza 0 Director's Cut;Yakuza 0 Director's Cut;Yakuza 0;Warez;2025.0;\\madhdd02\Software\GAMES\GAMES COMPIL\YAKUZA\2025 - Yakuza 0 Director's Cut;;False;False;OK;"Yakuza 0 is an action-adventure game developed by Ryu Ga Gotoku Studio and published by Sega. Serving as a prequel to the Yakuza series, it is set in 1988 Japan during the country's economic bubble era. The game follows two protagonists: Kazuma Kiryu in Tokyo's Kamurocho district and Goro Majima in Osaka's Sotenbori district. Players alternate between their stories as they navigate the criminal underworld, engaging in street fights, managing businesses, and participating in various side activities.

The gameplay combines beat 'em up combat with open-world exploration, offering numerous mini-games and side quests. Yakuza 0 was initially released for PlayStation 3 and PlayStation 4 in Japan in March 2015, followed by a worldwide release on PlayStation 4 in January 2017. It later became available on Windows via Steam in August 2018 and on Xbox One in February 2020. A Director's Cut version is scheduled for release on Nintendo Switch 2 on June 5, 2025.";Role-playing (RPG), Simulator, Hack and slash/Beat 'em up, Adventure;;;./images\Yakuza 0 Directors Cut.jpg;;2015.0;;;images\2025 - Yakuza 0 Director's Cut.jpg;False
1976 Back to midway;1976 Back to midway;1976 Back to midway;Warez;;\\madhdd02\Software\GAMES\GAMES VR\ARCADE\1976 Back to midway;\\madhdd02\Software\GAMES\GAMES VR\ARCADE\1976 Back to midway.mp4;False;False;OK;Are you ready to travel back in time to 1943 and relive the excitement of classic arcade dogfights? Now, thanks to Virtual Reality, you’re about to discover a new level of immersion and spectacularity, while retaining the original essence and fun.;Simulator, Indie, Arcade;;;./images\1976 Back to midway.jpg;;2020.0;;;images\1976 Back to midway.jpg;False
Against;Against;Against;Warez;;\\madhdd02\Software\GAMES\_TEMP\VR\Against;\\madhdd02\Software\GAMES\_TEMP\VR\Against.mp4;True;False;OK;;;;;;;;;;;False
Archangel, Hellfire;Archangel, Hellfire;Archangel, Hellfire;Warez;;\\madhdd02\Software\GAMES\GAMES VR\FPS\Archangel, Hellfire;\\madhdd02\Software\GAMES\GAMES VR\FPS\Archangel, Hellfire.mp4;False;False;OK;Step into the cockpit of a six-story mech and feel its might at your command! You are the tip of the spear in the United States Free Forces’ war against the overwhelming mechanized forces of HUMNX, a tyrannical corporation that rules a post-apocalyptic America. Marshall an arsenal of weapons and fight alongside your squadmates in an incredible, hands-on VR battle across the scarred landscapes of our once beautiful nation.;Shooter, Role-playing (RPG), Simulator;;;./images\Archangel Hellfire.jpg;;2017.0;;;images\Archangel, Hellfire.jpg;False
Borderlands 2 VR;Borderlands 2 VR;Borderlands 2 VR;Warez;;\\madhdd02\Software\GAMES\GAMES VR\FPS\Borderlands 2 VR;\\madhdd02\Software\GAMES\GAMES VR\FPS\Borderlands 2 VR.mp4;False;False;OK;Virtually immerse yourself in the untamed world of Borderlands. Step into the boots of a treasure-seeking Vault Hunter armed with 87 bazillion guns on a quest to line your pockets with loot. Blast bandits with real-world aiming, punch psychos in the mouth, race across the desert in stolen bandit vehicles and free Pandora from Handsome Jack’s clutches!;Shooter, Role-playing (RPG);;;./images\Borderlands 2 VR.jpg;;2018.0;;;images\Borderlands 2 VR.jpg;False
DOOM VFR (Steam);DOOM VFR;DOOM VFR;Steam;;\\madhdd02\Software\GAMES\GAMES VR\FPS\DOOM VFR (Steam);\\madhdd02\Software\GAMES\GAMES VR\FPS\DOOM VFR (Steam).mp4;False;False;OK;"Taking place after the events of Doom, you take control of scientist who was killed during the initial demon invasion of Mars.

Available for PlayStation VR and VIVE platforms, this Doom adventure will bathe you in virtual carnage. Developed by id Software, the studio that pioneered the first-person shooter genre and modern VR, Doom VFR brings the fast-paced, brutal gameplay fans of the series love to virtual reality. Immerse yourself in the UAC facility on Mars and the depths of Hell, as your skills are put to the test through intense combat and challenging puzzle-solving. Play as a cybernetic survivor who is activated by the UAC to fight the demon invasion, maintain order, and prevent catastrophic failure at the Mars facility. Lay waste to an army of demonic foes as you explore and interact with the outlandish world of Doom from an entirely new perspective.";Shooter;;;./images\DOOM VFR.jpg;;2017.0;;;images\DOOM VFR (Steam).jpg;True
Fallout 4 VR;Fallout 4 VR;Fallout 4 VR;Warez;;\\madhdd02\Software\GAMES\GAMES VR\FPS\Fallout 4 VR;;False;False;OK;"Fallout 4, the legendary post-apocalyptic adventure from Bethesda Game Studios and winner of more than 200 ‘Best Of’ awards, including the DICE and BAFTA Game of the Year, finally comes in its entirety to VR. Fallout 4 VR includes the complete core game with all-new combat, crafting, and building systems fully reimagined for virtual reality. The freedom of exploring the wasteland comes alive like never before.

As the sole survivor of Vault 111, you enter a world destroyed by nuclear war. Every second is a fight for survival, and every choice is yours. Only you can rebuild and determine the fate of the Wasteland. Welcome home.";Role-playing (RPG);;;./images\Fallout 4 VR.jpg;;2017.0;;;images\Fallout 4 VR.jpg;False
Half-Life Alyx;Half-Life Alyx;Half-Life Alyx;Warez;;\\madhdd02\Software\GAMES\GAMES VR\FPS\Half-Life Alyx;\\madhdd02\Software\GAMES\GAMES VR\FPS\Half-Life Alyx.mp4;False;False;OK;;;;;;;;;;;False
Megaton Rainfall;Megaton Rainfall;Megaton Rainfall;Warez;;\\madhdd02\Software\GAMES\GAMES VR\FPS\Megaton Rainfall;\\madhdd02\Software\GAMES\GAMES VR\FPS\Megaton Rainfall.mp4;False;False;OK;Become an indestructible interdimensional superbeing in this first-person superhero game, and save Earth from an alien invasion. Be careful though - you are so powerful you can destroy entire skyscrapers (unintentionally) when you miss your otherworldly target...;Shooter, Simulator, Indie;;;./images\Megaton Rainfall.jpg;;2017.0;;;images\Megaton Rainfall.jpg;False
Pistol Whip;Pistol Whip;Pistol Whip;Warez;;\\madhdd02\Software\GAMES\GAMES VR\FPS\Pistol Whip;\\madhdd02\Software\GAMES\GAMES VR\FPS\Pistol Whip.mp4;False;False;OK;Pistol Whip is a physical action-rhythm game where film-inspired gunplay and blood-pumping beats collide. Blast, duck and dodge your way through fever dream Scenes, build unique rhythms in a ballet of bullets and claim glory on the leaderboards.;Shooter, Music, Indie, Arcade;;;./images\Pistol Whip.jpg;;2019.0;;;images\Pistol Whip.jpg;False
Serious Sam Fusion;Serious Sam Fusion;Serious Sam Fusion;Warez;;\\madhdd02\Software\GAMES\GAMES VR\FPS\Serious Sam Fusion;\\madhdd02\Software\GAMES\GAMES VR\FPS\Serious Sam Fusion.mp4;False;False;OK;"Serious Sam Fusion 2017 brings several Serious Sam games developed by Croteam to the latest in-house tech! Serious Sam Fusion 2017 is also a central hub for existing (and upcoming) Serious Sam games that will enable seamless integration of new engine features, patches, and upgrades.

Games available in Serious Sam Fusion 2017 include:
• Serious Sam HD: The First Encounter
• Serious Sam HD: The Second Encounter
• Serious Sam 3: BFE
• VR versions of all games are a part of Serious Sam Fusion 2017, too!";Shooter, Indie;;;./images\Serious Sam Fusion.jpg;;;;;images\Serious Sam Fusion.jpg;False
SuperHot VR;SuperHot VR;SuperHot VR;Warez;;\\madhdd02\Software\GAMES\GAMES VR\FPS\SuperHot VR;\\madhdd02\Software\GAMES\GAMES VR\FPS\SuperHot VR.mp4;False;False;OK;SuperHot VR is a title reimagined and redesigned from the ground up for Oculus Rift and Touch hand tracking controllers. SuperHot VR brings the intensely visceral action of SuperHot directly into your head and soul.;Shooter, Puzzle, Adventure, Indie;;;./images\SuperHot VR.jpg;;2016.0;;;images\SuperHot VR.jpg;False
Wolfenstein, Cyberpilot (Steam);Wolfenstein, Cyberpilot;Wolfenstein, Cyberpilot;Steam;;\\madhdd02\Software\GAMES\GAMES VR\FPS\Wolfenstein, Cyberpilot (Steam);\\madhdd02\Software\GAMES\GAMES VR\FPS\Wolfenstein, Cyberpilot (Steam).mp4;False;False;OK;"Experience the world of Wolfenstein from a whole new perspective in Cyberpilot VR, a virtual reality gaming experience from MachineGames.

Paris. 1980. You’re the best hacker in town. Your mission: Aid the French resistance by taking control of powerful Nazi war machines. Ram, gun down, and burn your way through the City of Love, leaving dead Nazis in your wake. Saddle up, Cyberpilot, you’re one of us now.";Shooter, Simulator;;;./images\Wolfenstein Cyberpilot.jpg;;2019.0;;;images\Wolfenstein, Cyberpilot (Steam).jpg;True
Audica;Audica;Audica;Warez;;\\madhdd02\Software\GAMES\GAMES VR\MUSIC\Audica;\\madhdd02\Software\GAMES\GAMES VR\MUSIC\Audica.mp4;False;False;OK;Audica is a VR Rhythm Shooter from Harmonix, the makers of Rock Band and Dance Central. Armed with a pair of rhythm blasters, you shoot and smash targets to the beat of a soundtrack that features songs from some of the world’s most popular artists. The better your timing and accuracy, the better your score. The better your score, the higher your place on Audica’s Leaderboards.;Shooter, Music, Indie;;;./images\Audica.jpg;;2019.0;;;images\Audica.jpg;False
Beat Saber;Beat Saber;Beat Saber;Warez;;\\madhdd02\Software\GAMES\GAMES VR\MUSIC\Beat Saber;\\madhdd02\Software\GAMES\GAMES VR\MUSIC\Beat Saber.mp4;False;False;OK;Beat Saber is an immersive rhythm experience you have never seen before! Enjoy tons of handcrafted levels and swing your way through the pulsing music beats, surrounded by a futuristic world. Use your sabers to slash the beats as they come flying at you – every beat indicates which saber you need to use and the direction you need to match. With Beat Saber you become a dancing superhero!;Music, Sport, Indie, Arcade;;;./images\Beat Saber.jpg;;2018.0;;;images\Beat Saber.jpg;False
Ragnarock;Ragnarock;Ragnarock;Warez;;\\madhdd02\Software\GAMES\GAMES VR\MUSIC\Ragnarock;\\madhdd02\Software\GAMES\GAMES VR\MUSIC\Ragnarock.mp4;False;False;OK;Ragnarock is a VR game of rhythm and skill. Your crew needs a strong viking captain who can rock hard and take risks. Lift your hammers, pound your drums to the sound of epic viking music, and set sail against your rivals in multiplayer mode! Can you outrace them all and carve your name on the leaderboard?;Music, Racing, Sport, Indie, Arcade;;;./images\Ragnarock.jpg;;2021.0;;;images\Ragnarock.jpg;False
Rez Infinite;Rez Infinite;Rez Infinite;Warez;;\\madhdd02\Software\GAMES\GAMES VR\MUSIC\Rez Infinite;\\madhdd02\Software\GAMES\GAMES VR\MUSIC\Rez Infinite.mp4;False;False;OK;The ultimate version of Sega's psychodelic rail-shooter adventure Rez, fully remastered and evolved, including VR support and additional new content, all by members of the original development team;Shooter, Music, Adventure, Arcade;;;./images\Rez Infinite.jpg;;2016.0;;;images\Rez Infinite.jpg;False
Synth Riders;Synth Riders;Synth Riders;Warez;;\\madhdd02\Software\GAMES\GAMES VR\MUSIC\Synth Riders;\\madhdd02\Software\GAMES\GAMES VR\MUSIC\Synth Riders.mp4;False;False;OK;Synth Riders is available now for Nintendo Switch, featuring entirely new mechanics, a campaign story mode, and 4-player local multiplayer. This version is reimagined for the Switch's handheld and TV modes, offering a cyberpunk rhythm experience with a soundtrack from artists like Lady Gaga, Queen, Sia, and Jack Harlow.;Music;;;./images\Synth Riders.jpg;;2025.0;;;images\Synth Riders.jpg;False
BoneWorks;BoneWorks;BoneWorks;Warez;;\\madhdd02\Software\GAMES\GAMES VR\PUZZLE\BoneWorks;\\madhdd02\Software\GAMES\GAMES VR\PUZZLE\BoneWorks.mp4;False;False;OK;Boneworks is an Experimental Physics VR Adventure. Use found physics weapons, tools, and objects to fight across dangerous playscapes and mysterious architecture.;Shooter, Puzzle, Simulator, Adventure, Indie;;;./images\BoneWorks.jpg;;2019.0;;;images\BoneWorks.jpg;False
I Expect You To Die;I Expect You To Die;I Expect You To Die;Warez;;\\madhdd02\Software\GAMES\GAMES VR\PUZZLE\I Expect You To Die;\\madhdd02\Software\GAMES\GAMES VR\PUZZLE\I Expect You To Die.mp4;False;False;OK;I Expect You To Die is a virtual reality puzzle game that places you in the well-polished shoes of an elite secret agent. You must attempt to survive deadly situations in immersive, dangerous locales.;Puzzle, Simulator, Adventure, Indie;;;./images\I Expect You To Die.jpg;;2016.0;;;images\I Expect You To Die.jpg;False
I Expect You To Die 2;I Expect You To Die 2;I Expect You To Die 2;Warez;;\\madhdd02\Software\GAMES\GAMES VR\PUZZLE\I Expect You To Die 2;\\madhdd02\Software\GAMES\GAMES VR\PUZZLE\I Expect You To Die 2.mp4;False;False;OK;Be the elite super spy we’ve been waiting for! The popular escape-the-room virtual reality franchise is back with new missions, more villains, and ingenious puzzles.;Puzzle, Adventure;;;./images\I Expect You To Die 2.jpg;;2021.0;;;images\I Expect You To Die 2.jpg;False
I Expect You To Die 3;I Expect You To Die 3;I Expect You To Die 3;Warez;;\\madhdd02\Software\GAMES\GAMES VR\PUZZLE\I Expect You To Die 3;\\madhdd02\Software\GAMES\GAMES VR\PUZZLE\I Expect You To Die 3.mp4;False;False;OK;Outwit your most cunning adversary to date in the latest installment of this award-winning, spy-themed VR puzzle series. Wield new gadgets, visit action-packed locales, and wear custom disguises as you dive back into the world of espionage in this escape room game.;Puzzle, Simulator, Adventure;;;./images\I Expect You To Die 3.jpg;;2023.0;;;images\I Expect You To Die 3.jpg;False
Just In Time Incorporated;Just In Time Incorporated;Just In Time Incorporated;Warez;;\\madhdd02\Software\GAMES\GAMES VR\PUZZLE\Just In Time Incorporated;\\madhdd02\Software\GAMES\GAMES VR\PUZZLE\Just In Time Incorporated.mp4;False;False;OK;"As a ""Death Prevention Insurance” agent, your job is saving clients from certain death as disasters play out in slow-motion. Your Hyper-Gloves allow you to move super-fast, teleport, and even catch bullets. It's a good thing too, because death lurks in every corner in this virtual reality action/comedy.";Shooter, Simulator, Indie;;;./images\Just In Time Incorporated.jpg;;2017.0;;;images\Just In Time Incorporated.jpg;False
The 7th Guest VR;The 7th Guest VR;The 7th Guest VR;Warez;;\\madhdd02\Software\GAMES\GAMES VR\PUZZLE\The 7th Guest VR;\\madhdd02\Software\GAMES\GAMES VR\PUZZLE\The 7th Guest VR.mp4;False;False;OK;"Experience the most spine-tingling VR mystery adventure of your life.

The classic game that chilled you to the bone in the 90s has been brought back to life, with cutting-edge VR technology that delivers an atmospheric story like no other.";Puzzle, Adventure;;;./images\The 7th Guest VR.jpg;;2023.0;;;images\The 7th Guest VR.jpg;False
The Exit 8 VR;The Exit 8 VR;The Exit 8 VR;Warez;;\\madhdd02\Software\GAMES\GAMES VR\PUZZLE\The Exit 8 VR;\\madhdd02\Software\GAMES\GAMES VR\PUZZLE\The Exit 8 VR.mp4;False;False;OK;"You are trapped in an endless underground passageway.
Observe your surroundings carefully to reach ""The Exit 8"".

Make sure not to overlook any anomalies.
If you find any anomalies, turn back immediately.
If you don't find any anomalies, keep going.
Kindly exit through Exit 8.

The Exit 8 VR is a short walking simulator inspired by Japanese underground passageways, liminal spaces and the Backrooms.";Puzzle, Simulator, Adventure, Indie;;;./images\The Exit 8 VR.jpg;;2024.0;;;images\The Exit 8 VR.jpg;False
